GCLB,6.138076,46.175667
GCMP,6.101211,46.202847
GDHA,6.099592,46.224466
GDLA,6.120702,46.181835
GDON,6.165123,46.172646
GEBE,6.153476,46.256931
GENT,6.160868,46.197834
GETE,6.107166,46.193552
GFAQ,6.185877,46.198258
GGNY,6.007525,46.113673
GIAC,6.119525,46.227291
GIOL,6.120936,46.228981
GLAI,6.106135,46.163643
GLOU,6.101254,46.185277
GMAR,6.208963,46.191989
GOS0,6.155086,46.188115
GOUL,6.141423,46.207554
GPRE,6.130528,46.215534
GRAN,6.180525,46.198864
GRCA,6.251802,46.21232
GRDL,6.179019,46.205703
GRES,6.230403,46.208369
GROT,6.137747,46.212811
GRVI,6.081892,46.236679
GSAC,6.123489,46.233815
GSDN,6.119482,46.249909
GSMA,6.126132,46.23605
GSON,6.200604,46.193283
GTVI,6.155598,46.264836
GUYE,6.122842,46.209111
GVRI,6.109029,46.179845
GXAI,6.072686,46.337964
GXGC,6.067096,46.336079
GXPO,6.059862,46.33296
GYBA,6.257168,46.247553
GYPO,6.255607,46.251351
GYTE,6.257916,46.2525
HACH,6.076243,46.199697
HAMA,6.087041,46.254861
HBOR,6.11192,46.205808
HERM,6.244039,46.30099
HOPI,6.148846,46.195061
HTAI,6.026419,46.244395
HTCH,6.214605,46.209
HTIN,6.08607,46.148344
HTOU,6.066817,46.230344
HVIL,6.146835,46.201192
IBIS,6.134474,46.214734
ICC0,6.101196,46.226194
INDE,6.193425,46.205269
INDT,6.133634,46.190289
INTR,6.133299,46.224815
ISAM,6.139041,46.206888
JADA,6.151505,46.199878
JAGI,6.116279,46.256322
JALP,6.083289,46.225873
JARB,6.148387,46.223747
JBRT,6.090838,46.183237
JEUN,6.129214,46.176896
JJAC,6.125067,46.204405
JLIM,6.117116,46.221829
JMEL,6.218182,46.207851
JMON,6.022713,46.24478
JOCT,6.129614,46.200715
JPSA,6.102844,46.21396
JUBE,6.276635,46.237688
JUCH,6.270587,46.237382
JUMR,6.271876,46.236505
JUPL,6.265584,46.234892
JURE,6.232061,46.218355
JVIL,6.107823,46.224446
JVUY,6.14819,46.17625
KEMP,6.151134,46.210076
KRIG,6.160731,46.193748
LABL,6.208234,46.219115
LACH,6.254522,46.249361
LACO,6.036529,46.155963
LADA,6.219797,46.250899
LADO,6.008268,46.184543
LAFA,6.226479,46.193096
LAMA,6.121649,46.183942
LAPR,6.124291,46.188238
LAUB,6.163625,46.19244
LAVE,6.237321,46.217871
LBRU,6.107956,46.171285
LBUR,6.113297,46.180642
LCRE,6.146873,46.165169
LCTE,6.05167,46.112434
LERO,6.109737,46.172062
LFOR,6.18079,46.209258
LFRG,6.250029,46.232382
LHCY,6.067506,46.322931
LIBE,6.107506,46.208779
LMLD,6.059403,46.223092
LOCH,6.097439,46.157648
LOEX,6.085775,46.198849
LOLA,6.083348,46.198991
LOMB,6.147176,46.195537
LONG,6.149655,46.202484
LOUR,6.261666,46.235041
LOVR,6.201361,46.209044
LQUI,6.182229,46.173278
LTOU,6.213781,46.191501
LUGE,6.072767,46.164199
LULY,6.070716,46.162851
LVAL,6.206266,46.196125
LYIN,6.114847,46.264016
LYON,6.138509,46.20967
MACH,6.129666,46.243855
MACN,5.996185,46.216266
MACP,5.993425,46.209888
MAGE,6.018847,46.206053
MAHA,5.989337,46.211059
MAIL,6.065134,46.228677
MAIX,6.059922,46.232302
MALA,6.176271,46.19287
MANC,6.201215,46.241683
MANU,6.105508,46.164941
MAON,6.10153,46.189329
MAOR,6.141946,46.205724
MAPA,6.145451,46.220177
MARB,6.118157,46.196542
MARG,6.220641,46.272887
MASS,6.113782,46.223553
MATE,6.145957,46.191231
MATG,6.08694,46.240159
MATH,6.198404,46.188068
MAZE,6.215108,46.214304
MCON,6.085914,46.284573
MDRZ,6.14043,46.167642
MEES,6.223456,46.24501
MEGL,6.233848,46.246524
MEMA,6.079752,46.233046
MEPR,6.226444,46.243602
MERV,6.122976,46.219639
METR,6.151424,46.203278
MGLA,6.078079,46.218541
MGNE,6.199411,46.204723
MGRE,6.180532,46.221572
MIDE,6.222059,46.203673
MILE,6.127573,46.204758
MILT,6.216386,46.191439
MINE,6.148613,46.222409
MIRE,6.156693,46.189159
MISE,6.152061,46.193316
MLBA,6.129131,46.220268
MLER,6.158195,46.165478
MLGN,6.158815,46.2709
MLIN,6.007324,46.181499
MLPT,6.06414,46.182304
MLRD,6.148363,46.203953
MLVT,6.029233,46.240885
MNEU,6.230354,46.261404
MOIL,6.206504,46.192466
MOLE,6.145537,46.213314
MOLL,6.033596,46.154226
MONN,6.306123,46.241837
MONT,6.230331,46.19409
MOPI,6.100555,46.223766
MORA,6.045941,46.188415
MORL,6.127578,46.228761
MOTU,6.148257,46.210628
MOUI,6.183598,46.165008
MOVE,5.993588,46.150482
MPAR,6.123774,46.225784
MRES,6.061425,46.216945
MRIC,6.137339,46.280858
MRLG,6.247172,46.248636
MRNE,6.143742,46.182506
MSIL,6.154832,46.167545
MSNT,6.048823,46.163268
MSQU,6.105903,46.181077
MSSE,6.194793,46.1976
MTBL,6.147318,46.207054
MTCH,6.166097,46.203057
MTER,6.076063,46.165984
MTFL,6.163278,46.2914
MTOU,6.231543,46.245798
MTTA,6.13406,46.219021
MUET,6.136468,46.198005
MUGE,6.160143,46.171303
MURA,6.245241,46.242075
MUSE,6.157327,46.198567
MUVO,6.133582,46.207041
MVER,6.022011,46.175098
MYRN,6.071713,46.228964
NAIS,6.219117,46.270846
NAMA,6.122508,46.165536
NANT,6.128601,46.246587
NATI,6.139077,46.222218
NAVI,6.149664,46.211948
NHAI,6.086158,46.22777
NREX,6.128981,46.214104
NVY0,6.147892,46.214546
NYLM,6.097114,46.116132
OBGE,6.132258,46.303867
OCHT,6.25835,46.276175
OMS0,6.132654,46.231717
OMS9,6.133996,46.230896
ONCI,6.099693,46.188695
ONEX,6.099813,46.18329
ONMA,6.102901,46.192071
ORMA,6.13644,46.206201
ORRO,6.102727,46.26363
OUCH,6.117255,46.210252
OULA,6.078997,46.168286
OXFR,6.096255,46.272524
PAAN,6.08664,46.248567
PAGN,5.98365,46.244446
PAIL,6.114201,46.219645
PAIX,6.149116,46.208271
PALE,6.122006,46.176668
PALL,6.077307,46.143138
PARC,6.167759,46.209571
PASS,6.02151,46.169937
PBAL,6.203237,46.204018
PBOC,6.216558,46.209758
PBOU,6.054613,46.22235
PBRU,6.100587,46.255193
PCEA,6.163275,46.28764
PCHA,6.152802,46.191013
PDRI,6.149348,46.163434
PEDO,6.090876,46.152369
PEIL,6.196494,46.194012
PEMA,6.089932,46.155471
PENT,6.138773,46.232255
PEPA,6.151829,46.197677
PESC,6.153702,46.193497
PETR,6.206989,46.245551
PEUP,6.280543,46.238663
PEVI,6.092422,46.156328
PFLE,6.10731,46.166428
PFON,6.05725,46.223668
PFUM,6.076141,46.205328
PGRA,6.041451,46.173532
PHIL,6.146176,46.19674
PIBO,6.210916,46.197894
PICY,6.121492,46.179181
PINC,6.152783,46.175889
PITH,6.130713,46.188924
PJAR,6.125881,46.162588
PLAI,5.999828,46.178444
PLDI,6.133162,46.202969
PLDO,5.991848,46.177505
PLEC,6.003352,46.177895
PLEV,6.155367,46.202558
PLEY,6.146917,46.199906
PLGE,6.172352,46.211593
PLIO,6.025809,46.242399
PLLT,6.216608,46.247959
PLNT,6.127566,46.258343
PLOU,6.118198,46.168652
PLPA,6.143062,46.198018
PLTA,6.190565,46.214198
PLUL,6.075425,46.163547
PMAR,6.234389,46.213306
PMIO,6.218043,46.220409
PNEV,6.14461,46.201032
POAT,5.975666,46.181579
POCH,6.165855,46.289954
POGA,5.960516,46.143666
POLT,5.989418,46.247462
POMI,6.124889,46.23061
PONT,6.123209,46.172975
POST,6.141273,46.21331
POTE,6.133887,46.211632
POUS,6.043572,46.200999
PPAL,6.216715,46.266871
PPIN,6.142378,46.171748
PPLA,6.098798,46.269387
PPOL,6.06717,46.161765
PR47,6.12336,46.239698
PRBE,6.084662,46.178449
PREL,6.125154,46.267465
PREV,6.081043,46.254591
PRGM,6.076962,46.221739
PRGR,6.0762,46.210772
PRLA,6.158384,46.268826
PRMO,6.116541,46.186276
PRPE,6.088746,46.150571
PRRI,6.135515,46.208592
PRSM,6.191803,46.1901
PRTN,6.005551,46.173568
PRUL,6.075136,46.232037
PRVG,6.246731,46.276458
PRVT,6.132882,46.173016
PSAC,6.128522,46.222942
PSGE,6.253507,46.21913
PSIE,6.181438,46.178371
PSRY,6.002472,46.156246
PSSY,6.020024,46.210621
PSTA,6.186625,46.195576
PSUD,6.219504,46.202602
PSUS,6.035169,46.201255
PTAR,6.14351,46.194982
PTLA,6.119009,46.190236
PTOU,6.227231,46.206473
PTPE,6.043645,46.193065
PUMA,6.232005,46.210932
PVEY,6.182331,46.170536
PVRT,6.15667,46.16977
PXPH,6.115722,46.236001
PXPO,6.119282,46.23301
PYMA,6.141319,46.237485
PYVI,6.139704,46.234515
QARV,6.129986,46.195438
QUID,6.12359,46.193672
QUOA,5.995353,46.152745
RANN,6.139097,46.154023
RAVI,6.093997,46.154944
RBAU,6.219518,46.246596
RCOR,6.237119,46.246397
RCPS,6.242593,46.237486
RDAY,6.138888,46.162802
REFT,6.00952,46.144207
RENF,6.095523,46.219163
REPE,6.223448,46.255275
REVE,6.150359,46.190247
RFEI,6.07886,46.136886
RIAN,6.11917,46.221601
RICH,6.145716,46.282744
RIEU,6.166711,46.196208
RIGO,6.144634,46.223488
RIPP,6.196741,46.228633
RIVE,6.152819,46.201809
RLAC,6.15735,46.20366
RLUL,6.248926,46.22592
RMOU,6.136673,46.188309
RMUG,6.080348,46.13693
ROCH,6.162488,46.200038
ROSE,6.150545,46.192786
ROUE,6.213062,46.230926
ROUS,6.120913,46.218122
ROYA,6.145279,46.21323
RPOS,6.177541,46.169358
RPRS,6.247286,46.22682
RSMA,6.207899,46.256888
RTTE,6.101776,46.182989
RUNO,6.016214,46.193236
RUSS,6.013667,46.188579
RUTH,6.185654,46.227683
RVTT,6.144852,46.167935
SACO,6.185082,46.168029
SADN,6.120516,46.311126
SAGY,6.157652,46.260235
SAMA,6.123186,46.313973
SANT,6.150881,46.199943
SARV,6.124959,46.159986
SAUS,6.14828,46.162064
SCEC,6.08336,46.235501
SCHA,6.122556,46.274047
SCLO,6.132573,46.199948
SECH,6.149672,46.220378
SEFE,6.054887,46.165663
SELI,6.101365,46.198171
SERV,6.130504,46.213258
SEUJ,6.132179,46.203938
SEVI,6.05612,46.164527
SEYM,6.201059,46.2069
SEZG,6.011318,46.14423
SGBO,5.999263,46.252788
SGGA,6.011361,46.248461
SGNY,6.076187,46.295721
SHUM,6.034914,46.242827
SIER,6.17958,46.176938
SIGL,6.104363,46.205899
SIGN,6.084974,46.220135
SILO,6.215723,46.200771
SIMO,6.141243,46.221074
SION,6.250653,46.233531
SISM,6.195832,46.202029
SJCE,6.08198,46.144678
SJGA,6.085185,46.142783
SJHO,6.080043,46.146059
SJLH,6.104488,46.141528
SJRL,6.095058,46.141839
SJSN,6.086336,46.142302
SLOU,6.200372,46.2018
SLSI,6.180735,46.168979
SMAU,6.216655,46.253375
SOCI,6.122158,46.206818
SOLE,6.228345,46.259592
SORB,6.070155,46.217699
SRMA,6.04035,46.142776
SRVE,6.132895,46.167069
SRVI,6.04333,46.144171
SSCH,6.233793,46.286505
STAL,6.132626,46.176126
STGE,6.128588,46.178688
STLA,6.037715,46.158668
STLO,6.154455,46.282493
STND,6.139856,46.203694
STRC,6.192147,46.192065
SUIT,6.113494,46.220491
SUMO,6.019214,46.143718
SUSE,6.123603,46.238252
SVEY,6.168993,46.173886
SVIL,6.188232,46.181433
SVON,6.209632,46.258283
SWIS,6.151838,46.203327
SYCS,6.035575,46.210158
SYEG,6.030491,46.218318
SYGA,6.037253,46.214425
SYMA,6.031386,46.2168
SYPO,6.033324,46.213522
TABO,6.023396,46.204554
TACO,6.148218,46.200776
TCAR,6.135763,46.183602
TCRE,6.183211,46.225101
TGIN,6.057383,46.325228
THGA,5.979067,46.23207
THMA,5.980012,46.236014
THRE,6.141694,46.202168
TIFF,6.139628,46.203485
TILL,5.997181,46.191348
TLIG,6.093175,46.200872
TMOU,6.056493,46.197325
TOCO,6.103922,46.228674
TOU0,6.103731,46.164533
TOUR,6.127092,46.224194
TOUV,5.998011,46.175137
TRAN,6.155501,46.198547
TRBL,6.125598,46.171654
TREU,6.04537,46.185915
TRIZ,6.24311,46.295987
TRLL,6.094267,46.184438
TRMB,6.126381,46.217663
TRSI,6.156426,46.201076
TRTI,6.122523,46.243233
TUIL,6.006423,46.149242
TURA,6.26009,46.251524
TVDO,6.200037,46.189165
TVER,6.117625,46.230787
TXMA,6.148448,46.160446
TXVI,6.144372,46.15923
UBER,6.110018,46.192425
UIT0,6.135688,46.220326
UNIM,6.140849,46.195195
VALY,6.060933,46.17235
VAND,6.202972,46.221396
VARV,6.15026,46.184578
VATH,5.992489,46.227087
VAUD,6.077593,46.233308
VDUR,6.104329,46.187176
VEEC,6.085395,46.216748
VEGY,6.257919,46.269126
VELO,6.115702,46.167445
VEMA,6.081751,46.215265
VERB,6.125581,46.157277
VERN,6.075466,46.23438
VESY,6.159648,46.176399
VEUS,6.095858,46.195578
VEVI,6.079198,46.21267
VGEC,6.257796,46.271185
VIAM,6.082509,46.217092
VIDO,6.136438,46.217663
VILL,6.15873,46.200608
VIMO,6.068425,46.139611
VIPA,6.095695,46.122809
VIRY,6.037026,46.117984
VIUS,6.125434,46.215016
VLAI,6.141294,46.216756
VLLA,6.240792,46.292814
VLON,6.181902,46.19197
VLRS,6.167297,46.189395
VOIR,6.115244,46.174574
VOLL,6.160353,46.205421
VRAS,6.178461,46.166516
VRBE,6.140011,46.220574
VRDO,6.186678,46.167309
VREC,6.182258,46.166972
VRLP,6.124646,46.263779
VRMT,6.138279,46.219303
VRNT,6.134428,46.192817
VROT,6.061318,46.22684
VRTC,6.055229,46.326173
VSEG,6.198939,46.238032
VSNA,6.197559,46.239393
VSUI,6.13657,46.201317
VTRN,6.180048,46.163394
VTTE,6.181559,46.181557
VUAT,6.121977,46.168733
VUIL,6.079004,46.17785
VVRA,6.139408,46.256725
VXAR,6.160622,46.286224
VXBO,6.168617,46.27729
VXGA,6.165209,46.279861
VXLA,6.163078,46.283859
VXVV,6.144996,46.259551
VYCL,5.968719,46.107281
VYFO,5.970962,46.109029
WARW,6.144233,46.210888
WEBR,6.163372,46.197151
WEND,6.127,46.210788
WILS,6.152087,46.21418
WTC0,6.106341,46.229395
ZIMG,6.065281,46.220311
ZIMO,6.075596,46.220391
ZIMW,6.051755,46.22056
ZIPL,6.102876,46.166673
ZMOU,6.068416,46.138442
