uid,speed,timestamp,minutesHour,minutesDay,distortedMinutes,morningrush,morningfall,morningrise,remainingday,weekday,holidayfr,holidaych,schoolfr,schoolch,humidity,pressure,rain3h,snow3h,temperature,weather
2-2-2017+217888,22,1488437603000,53,473,4.795831523312719,true,NA,23,NA,thursday,false,false,false,true,93.0,1015.0,,,7.26,rain
2-2-2017+214370,23,1488438512000,8,488,6.164414002968976,true,NA,38,NA,thursday,false,false,false,true,93.0,1015.0,,,7.26,rain
2-2-2017+218108,21,1488439563000,26,506,7.483314773547883,true,NA,56,NA,thursday,false,false,false,true,93.0,1015.0,,,7.26,rain
2-2-2017+214592,22,1488440925000,48,528,8.831760866327848,true,NA,78,NA,thursday,false,false,false,true,93.0,1015.0,,,7.26,rain
2-2-2017+217752,25,1488442256000,10,550,10.0,false,NA,100,NA,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+217842,27,1488441559000,59,539,9.433981132056603,true,NA,89,NA,thursday,false,false,false,true,93.0,1015.0,,,7.26,rain
2-2-2017+218020,38,1488443036000,23,563,10.63014581273465,false,NA,113,NA,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+214546,43,1488443817000,36,576,11.224972160321824,false,NA,NA,6,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+214680,47,1488445308000,1,601,12.288205727444508,false,NA,NA,31,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+215776,39,1488447004000,30,630,13.416407864998739,false,NA,NA,60,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+214812,36,1488448905000,1,661,14.52583904633395,false,NA,NA,91,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+214456,42,1488450488000,28,688,15.427248620541512,false,NA,NA,118,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+214900,32,1488452353000,59,719,16.401219466856727,false,NA,NA,149,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+214766,38,1488454108000,28,748,17.26267650163207,false,NA,NA,178,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+215120,42,1488455983000,59,779,18.138357147217054,false,NA,NA,209,thursday,false,false,false,true,93.0,1017.0,,,7.25,rain
2-2-2017+215208,37,1488457734000,28,808,18.920887928424502,false,NA,NA,238,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+215032,27,1488459745000,2,842,19.79898987322333,false,NA,NA,272,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+215472,29,1488461443000,30,870,20.493901531919196,false,NA,NA,300,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+215384,38,1488463311000,1,901,21.236760581595302,false,NA,NA,331,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+215864,48,1488464958000,29,929,21.88606862823929,false,NA,NA,359,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+215294,33,1488466754000,59,959,22.561028345356956,false,NA,NA,389,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+215952,44,1488468404000,26,986,23.15167380558045,false,NA,NA,416,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+216084,36,1488469497000,44,1004,23.53720459187964,false,NA,NA,434,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+216348,36,1488470290000,58,1018,23.83275057562597,false,NA,NA,448,thursday,false,false,false,true,66.0,1019.0,,,9.01,rain
2-2-2017+216612,42,1488471142000,12,1032,24.124676163629637,false,NA,NA,462,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+215558,32,1488472246000,30,1050,24.49489742783178,false,NA,NA,480,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216790,40,1488473002000,43,1063,24.758836806279895,false,NA,NA,493,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216964,35,1488473934000,58,1078,25.059928172283335,false,NA,NA,508,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216260,39,1488474847000,14,1094,25.37715508089904,false,NA,NA,524,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216524,38,1488475707000,28,1108,25.65151067676132,false,NA,NA,538,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216744,33,1488476536000,42,1122,25.92296279363144,false,NA,NA,552,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216038,37,1488477525000,58,1138,26.229754097208,false,NA,NA,568,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216170,32,1488478779000,19,1159,26.627053911388696,false,NA,NA,589,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216434,28,1488479430000,30,1170,26.832815729997478,false,NA,NA,600,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+217140,37,1488480520000,48,1188,27.16615541441225,false,NA,NA,618,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+216876,37,1488484530000,55,1255,28.372521918222215,false,NA,NA,685,thursday,false,false,false,true,57.0,1019.0,,,10.48,clearorclouds
2-2-2017+217228,40,1488488311000,58,1318,29.46183972531247,false,NA,NA,748,thursday,false,false,false,true,86.0,1018.0,,,4.99,clearorclouds
2-2-2017+217402,42,1488492141000,2,1382,30.528675044947494,false,NA,NA,812,thursday,false,false,false,true,86.0,1018.0,,,4.99,clearorclouds
2-2-2017+217314,39,1488495620000,0,1440,21.213203435596427,false,NA,NA,870,thursday,false,false,false,true,86.0,1018.0,,,4.99,clearorclouds
3-2-2017+217793,45,1488516422000,47,347,10.14889156509222,false,103,NA,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+220561,44,1488518250000,17,377,8.54400374531753,false,73,NA,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+221175,34,1488520260000,51,411,6.244997998398398,true,39,NA,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+219199,24,1488521960000,19,439,3.3166247903554,true,11,NA,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+221087,25,1488522987000,36,456,2.449489742783178,true,NA,6,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+221397,22,1488524033000,53,473,4.795831523312719,true,NA,23,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+217879,30,1488524763000,6,486,6.0,true,NA,36,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+221617,25,1488525826000,23,503,7.280109889280518,true,NA,53,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+218101,23,1488526912000,41,521,8.426149773176359,true,NA,71,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+221351,33,1488527732000,55,535,9.219544457292887,true,NA,85,NA,friday,false,false,false,true,90.0,1016.0,,,1.01,mist
3-2-2017+221261,34,1488528440000,7,547,9.848857801796104,true,NA,97,NA,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+221529,38,1488529398000,23,563,10.63014581273465,false,NA,113,NA,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+218055,42,1488530200000,36,576,11.224972160321824,false,NA,NA,6,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+218189,37,1488531627000,0,600,12.24744871391589,false,NA,NA,30,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+219285,31,1488533550000,32,632,13.490737563232042,false,NA,NA,62,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+218321,40,1488535192000,59,659,14.45683229480096,false,NA,NA,89,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+217965,38,1488536942000,29,689,15.459624833740307,false,NA,NA,119,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+218409,33,1488539102000,5,725,16.583123951777,false,NA,NA,155,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+218275,36,1488540567000,29,749,17.291616465790582,false,NA,NA,179,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+218629,37,1488542333000,58,778,18.110770276274835,false,NA,NA,208,friday,false,false,false,true,100.0,1014.0,,,3.08,clearorclouds
3-2-2017+218717,34,1488544176000,29,809,18.947295321496416,false,NA,NA,239,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+218541,35,1488545939000,58,838,19.697715603592208,false,NA,NA,268,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+218981,32,1488547950000,32,872,20.54263858417414,false,NA,NA,302,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+218893,37,1488549599000,59,899,21.18962010041709,false,NA,NA,329,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+219373,37,1488551422000,30,930,21.908902300206645,false,NA,NA,360,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+218803,38,1488553179000,59,959,22.561028345356956,false,NA,NA,389,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+219461,36,1488554893000,28,988,23.194827009486403,false,NA,NA,418,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+219593,34,1488555889000,44,1004,23.53720459187964,false,NA,NA,434,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+219857,39,1488556680000,58,1018,23.83275057562597,false,NA,NA,448,friday,false,false,false,true,70.0,1009.0,,,10.01,clearorclouds
3-2-2017+220121,37,1488557630000,13,1033,24.145392935299274,false,NA,NA,463,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+219067,36,1488558512000,28,1048,24.454038521274967,false,NA,NA,478,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+220299,39,1488559456000,44,1064,24.779023386727733,false,NA,NA,494,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+220473,37,1488560398000,59,1079,25.079872407968907,false,NA,NA,509,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+219769,34,1488561228000,13,1093,25.357444666211933,false,NA,NA,523,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+220033,31,1488562167000,29,1109,25.67099530598687,false,NA,NA,539,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+220253,47,1488562877000,41,1121,25.903667693977237,false,NA,NA,551,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+219547,47,1488563810000,56,1136,26.19160170741759,false,NA,NA,566,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+219679,40,1488564953000,15,1155,26.551836094703507,false,NA,NA,585,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+219943,40,1488565860000,31,1171,26.851443164195103,false,NA,NA,601,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+220649,42,1488567021000,50,1190,27.202941017470888,false,NA,NA,620,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+220385,42,1488570828000,53,1253,28.337254630609507,false,NA,NA,683,friday,false,false,false,true,66.0,1006.0,,,9.99,clearorclouds
3-2-2017+220737,40,1488574659000,57,1317,29.444863728670914,false,NA,NA,747,friday,false,false,false,true,81.0,1003.0,,,5.99,clearorclouds
3-2-2017+220911,40,1488578581000,3,1383,30.54504869860253,false,NA,NA,813,friday,false,false,false,true,81.0,1003.0,,,5.99,clearorclouds
3-2-2017+220823,40,1488582139000,2,1442,21.166010488516726,false,NA,NA,872,friday,false,false,false,true,81.0,1003.0,,,5.99,clearorclouds
4-2-2017+142873,37,1488643059000,57,1017,23.811761799581316,false,NA,NA,447,saturday,false,false,false,true,70.0,994.0,,,10.03,rain
4-2-2017+143047,32,1488645766000,42,1062,24.73863375370596,false,NA,NA,492,saturday,false,false,false,true,81.0,997.0,,,8.03,rain
4-2-2017+143307,40,1488648350000,25,1105,25.592967784139454,false,NA,NA,535,saturday,false,false,false,true,81.0,997.0,,,8.03,rain
4-2-2017+141786,37,1488651150000,12,1152,26.49528259898354,false,NA,NA,582,saturday,false,false,false,true,81.0,997.0,,,8.03,rain
4-2-2017+141568,34,1488653640000,54,1194,27.27636339397171,false,NA,NA,624,saturday,false,false,false,true,81.0,997.0,,,8.03,rain
4-2-2017+143133,36,1488657606000,0,1260,28.460498941515414,false,NA,NA,690,saturday,false,false,false,true,81.0,1004.0,,,6.35,rain
4-2-2017+141872,45,1488661151000,59,1319,29.478805945967352,false,NA,NA,749,saturday,false,false,false,true,81.0,1004.0,,,6.35,rain
4-2-2017+141654,45,1488664727000,58,1378,30.463092423455635,false,NA,NA,808,saturday,false,false,false,true,81.0,1004.0,,,6.35,rain
4-2-2017+141958,45,1488668651000,4,1444,21.118712081942874,false,NA,NA,874,saturday,false,false,false,true,81.0,1004.0,,,6.35,rain
5-2-2017+107169,40,1488696452000,47,467,4.123105625617661,true,NA,17,NA,sunday,false,false,false,true,80.0,1008.0,,,4.75,rain
5-2-2017+106951,45,1488700031000,47,527,8.774964387392123,true,NA,77,NA,sunday,false,false,false,true,80.0,1008.0,,,4.75,rain
5-2-2017+107431,44,1488703849000,50,590,11.832159566199232,false,NA,NA,20,sunday,false,false,false,true,86.0,1010.0,,,5.53,clearorclouds
5-2-2017+107255,36,1488707281000,48,648,14.071247279470288,false,NA,NA,78,sunday,false,false,false,true,86.0,1010.0,,,5.53,clearorclouds
5-2-2017+107037,44,1488710972000,49,709,16.09347693943108,false,NA,NA,139,sunday,false,false,false,true,86.0,1010.0,,,5.53,clearorclouds
5-2-2017+107517,42,1488714718000,51,771,17.916472867168917,false,NA,NA,201,sunday,false,false,false,true,86.0,1010.0,,,5.53,clearorclouds
5-2-2017+107341,45,1488718181000,49,829,19.467922333931785,false,NA,NA,259,sunday,false,false,false,true,53.0,1007.0,,,10.01,clearorclouds
5-2-2017+107123,44,1488721832000,50,890,20.97617696340303,false,NA,NA,320,sunday,false,false,false,true,53.0,1007.0,,,10.01,clearorclouds
5-2-2017+107607,48,1488725131000,45,945,22.24859546128699,false,NA,NA,375,sunday,false,false,false,true,53.0,1007.0,,,10.01,clearorclouds
5-2-2017+107911,44,1488728821000,47,1007,23.600847442411894,false,NA,NA,437,sunday,false,false,false,true,53.0,1007.0,,,10.01,clearorclouds
5-2-2017+107999,45,1488732406000,46,1066,24.819347291981714,false,NA,NA,496,sunday,false,false,false,true,93.0,1008.0,,,6.02,rain
5-2-2017+107693,36,1488736171000,49,1129,26.057628441590765,false,NA,NA,559,sunday,false,false,false,true,93.0,1008.0,,,6.02,rain
5-2-2017+108087,44,1488739910000,51,1191,27.2213151776324,false,NA,NA,621,sunday,false,false,false,true,93.0,1008.0,,,6.02,rain
5-2-2017+107779,35,1488743771000,56,1256,28.39013913315678,false,NA,NA,686,sunday,false,false,false,true,93.0,1008.0,,,6.02,rain
5-2-2017+108175,40,1488747509000,58,1318,29.46183972531247,false,NA,NA,748,sunday,false,false,false,true,87.0,1010.0,,,6.01,rain
5-2-2017+108349,40,1488751211000,0,1380,30.495901363953813,false,NA,NA,810,sunday,false,false,false,true,87.0,1010.0,,,6.01,rain
5-2-2017+108261,41,1488754867000,1,1441,21.18962010041709,false,NA,NA,871,sunday,false,false,true,true,87.0,1010.0,,,6.01,rain
6-2-2017+214298,43,1488775637000,47,347,10.14889156509222,false,103,NA,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+217066,40,1488777466000,17,377,8.54400374531753,false,73,NA,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+217680,25,1488779572000,52,412,6.164414002968976,true,38,NA,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+215704,19,1488781264000,21,441,3.0,true,9,NA,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+217592,17,1488782405000,40,460,3.1622776601683795,true,NA,10,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+217902,17,1488783371000,56,476,5.0990195135927845,true,NA,26,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+214384,22,1488784290000,11,491,6.4031242374328485,true,NA,41,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+218122,19,1488785240000,27,507,7.54983443527075,true,NA,57,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+214606,19,1488786150000,42,522,8.48528137423857,true,NA,72,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+217856,20,1488787196000,59,539,9.433981132056603,true,NA,89,NA,monday,false,false,true,true,70.0,1011.0,,,6.25,drizzle
6-2-2017+217766,27,1488787792000,9,549,9.9498743710662,true,NA,99,NA,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+218034,38,1488789167000,32,572,11.045361017187261,false,NA,NA,2,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+214560,37,1488789644000,40,580,11.40175425099138,false,NA,NA,10,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+214694,37,1488790747000,59,599,12.206555615733702,false,NA,NA,29,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+215790,37,1488792662000,31,631,13.45362404707371,false,NA,NA,61,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+214826,36,1488794481000,1,661,14.52583904633395,false,NA,NA,91,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+214470,45,1488796141000,29,689,15.459624833740307,false,NA,NA,119,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+214914,36,1488798052000,0,720,16.431676725154983,false,NA,NA,150,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+214780,30,1488799751000,29,749,17.291616465790582,false,NA,NA,179,monday,false,false,true,true,86.0,1009.0,,,5.53,rain
6-2-2017+215134,40,1488801656000,0,780,18.16590212458495,false,NA,NA,210,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+215222,37,1488803337000,28,808,18.920887928424502,false,NA,NA,238,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+215046,26,1488805456000,4,844,19.849433241279208,false,NA,NA,274,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+215486,34,1488807197000,33,873,20.566963801203133,false,NA,NA,303,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+215398,34,1488808706000,58,898,21.166010488516726,false,NA,NA,328,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+215878,36,1488810543000,29,929,21.88606862823929,false,NA,NA,359,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+215308,36,1488812337000,58,958,22.538855339169288,false,NA,NA,388,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+215966,40,1488814127000,28,988,23.194827009486403,false,NA,NA,418,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+216098,39,1488814930000,42,1002,23.49468024894146,false,NA,NA,432,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+216362,34,1488815942000,59,1019,23.853720883753127,false,NA,NA,449,monday,false,false,true,true,86.0,1008.0,,,5.76,rain
6-2-2017+216626,37,1488816777000,12,1032,24.124676163629637,false,NA,NA,462,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+215572,37,1488817757000,29,1049,24.474476501040833,false,NA,NA,479,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216804,35,1488818615000,43,1063,24.758836806279895,false,NA,NA,493,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216978,38,1488819442000,57,1077,25.03996805109783,false,NA,NA,507,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216274,40,1488820337000,12,1092,25.337718918639855,false,NA,NA,522,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216538,28,1488821456000,30,1110,25.69046515733026,false,NA,NA,540,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216758,34,1488822177000,42,1122,25.92296279363144,false,NA,NA,552,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216052,40,1488823487000,4,1144,26.343879744638983,false,NA,NA,574,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216184,42,1488824065000,14,1154,26.5329983228432,false,NA,NA,584,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+217154,53,1488827816000,16,1216,27.676705006196094,false,NA,NA,646,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+216890,47,1488830072000,54,1254,28.35489375751565,false,NA,NA,684,monday,false,false,true,true,87.0,1003.0,,,7.28,rain
6-2-2017+217242,37,1488833855000,57,1317,29.444863728670914,false,NA,NA,747,monday,false,false,true,true,80.0,1010.0,,,5.27,rain
6-2-2017+217416,42,1488837486000,58,1378,30.463092423455635,false,NA,NA,808,monday,false,false,true,true,80.0,1010.0,,,5.27,rain
6-2-2017+217328,51,1488841115000,58,1438,31.432467291003423,false,NA,NA,868,monday,false,false,true,true,80.0,1010.0,,,5.27,rain
7-2-2017+215416,40,1488862149000,49,349,10.04987562112089,false,101,NA,NA,tuesday,false,false,true,true,99.0,1016.0,,,2.11,snow
7-2-2017+218184,33,1488864080000,21,381,8.306623862918075,false,69,NA,NA,tuesday,false,false,true,true,99.0,1016.0,,,2.11,snow
7-2-2017+218798,29,1488865975000,52,412,6.164414002968976,true,38,NA,NA,tuesday,false,false,true,true,99.0,1016.0,,,2.11,snow
7-2-2017+218710,21,1488868920000,42,462,3.4641016151377544,true,NA,12,NA,tuesday,false,false,true,true,99.0,1016.0,,,2.11,snow
7-2-2017+219020,12,1488870313000,5,485,5.916079783099616,true,NA,35,NA,tuesday,false,false,true,true,99.0,1016.0,,,2.11,snow
7-2-2017+216822,17,1488867931000,25,445,2.23606797749979,true,5,NA,NA,tuesday,false,false,true,true,99.0,1016.0,,,2.11,snow
7-2-2017+219240,16,1488872134000,35,515,8.06225774829855,true,NA,65,NA,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+218974,14,1488874279000,11,551,10.04987562112089,false,NA,101,NA,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+219152,32,1488875875000,37,577,11.269427669584644,false,NA,NA,7,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+215812,40,1488878021000,13,613,12.767145334803704,false,NA,NA,43,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+218884,23,1488875049000,24,564,10.677078252031311,false,NA,114,NA,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+216908,37,1488879031000,30,630,13.416407864998739,false,NA,NA,60,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+215502,13,1488871835000,30,510,7.745966692414834,true,NA,60,NA,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+215944,40,1488880728000,58,658,14.422205101855956,false,NA,NA,88,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+216032,49,1488884064000,54,714,16.24807680927192,false,NA,NA,144,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+215898,42,1488886080000,28,748,17.26267650163207,false,NA,NA,178,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+216252,38,1488887947000,59,779,18.138357147217054,false,NA,NA,209,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+216340,39,1488889934000,32,812,19.026297590440446,false,NA,NA,242,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+216164,37,1488891631000,0,840,19.748417658131498,false,NA,NA,270,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+216604,35,1488893382000,29,869,20.46948949045872,false,NA,NA,299,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+216516,36,1488895165000,59,899,21.18962010041709,false,NA,NA,329,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+216996,42,1488896962000,29,929,21.88606862823929,false,NA,NA,359,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+216426,37,1488898826000,0,960,22.58317958127243,false,NA,NA,390,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+217084,37,1488900414000,26,986,23.15167380558045,false,NA,NA,416,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+217216,49,1488901281000,41,1001,23.473389188611005,false,NA,NA,431,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+217480,45,1488902335000,58,1018,23.83275057562597,false,NA,NA,448,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+217744,35,1488903172000,12,1032,24.124676163629637,false,NA,NA,462,tuesday,false,false,true,true,87.0,1018.0,,,5.75,rain
7-2-2017+215588,53,1488883590000,46,706,16.0,false,NA,NA,136,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+216690,36,1488904140000,29,1049,24.474476501040833,false,NA,NA,479,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+217922,40,1488904957000,42,1062,24.73863375370596,false,NA,NA,492,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+218096,36,1488906083000,1,1081,25.11971337416094,false,NA,NA,511,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+217392,42,1488906689000,11,1091,25.317977802344327,false,NA,NA,521,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+215724,11,1488874162000,9,549,9.9498743710662,true,NA,99,NA,tuesday,false,false,true,true,93.0,1017.0,,,2.51,rain
7-2-2017+217656,38,1488907671000,27,1107,25.632011235952593,false,NA,NA,537,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+217876,34,1488908606000,43,1123,25.942243542145693,false,NA,NA,553,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+217170,32,1488909474000,57,1137,26.210684844162312,false,NA,NA,567,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+217302,36,1488910401000,13,1153,26.514147167125703,false,NA,NA,583,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+217566,37,1488911314000,28,1168,26.795522013948524,false,NA,NA,598,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+218272,39,1488912632000,50,1190,27.202941017470888,false,NA,NA,620,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+218008,42,1488916413000,53,1253,28.337254630609507,false,NA,NA,683,tuesday,false,false,true,true,65.0,1020.0,,,6.24,rain
7-2-2017+218360,42,1488920200000,56,1316,29.427877939124322,false,NA,NA,746,tuesday,false,false,true,true,93.0,1022.0,,,4.0,clearorclouds
7-2-2017+218534,47,1488923957000,59,1379,30.479501308256342,false,NA,NA,809,tuesday,false,false,true,true,93.0,1022.0,,,4.0,clearorclouds
