uid,speed,timestamp,minutesHour,minutesDay,distortedMinutes,morningrush,morningfall,morningrise,remainingday,weekday,holidayfr,holidaych,schoolfr,schoolch,humidity,pressure,rain3h,snow3h,temperature,weather
14-2-2017+219996,45,1489525157000,59,1319,29.478805945967352,false,NA,NA,749,tuesday,false,false,true,true,75.0,1030.0,,,7.74,clearorclouds
14-2-2017+220170,42,1489528700000,58,1378,30.463092423455635,false,NA,NA,808,tuesday,false,false,true,true,75.0,1030.0,,,7.74,clearorclouds
14-2-2017+220082,45,1489532397000,59,1439,31.448370387032774,false,NA,NA,869,tuesday,false,false,true,true,75.0,1030.0,,,7.74,clearorclouds
14-2-2017+220256,45,1489535920000,58,1498,19.79898987322333,false,NA,NA,928,tuesday,false,false,true,true,75.0,1030.0,,,7.74,clearorclouds
15-2-2017+216597,45,1489553143000,45,345,10.246950765959598,false,105,NA,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+219365,40,1489555165000,19,379,8.426149773176359,false,71,NA,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+219979,32,1489557225000,53,413,6.082762530298219,true,37,NA,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+218003,38,1489558844000,20,440,3.1622776601683795,true,10,NA,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+219891,29,1489559740000,35,455,2.23606797749979,true,NA,5,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+220201,24,1489560778000,52,472,4.69041575982343,true,NA,22,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+216683,26,1489561685000,8,488,6.164414002968976,true,NA,38,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+220421,27,1489562683000,24,504,7.3484692283495345,true,NA,54,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+216905,20,1489563808000,43,523,8.54400374531753,true,NA,73,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+220155,24,1489564604000,56,536,9.273618495495704,true,NA,86,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+220065,38,1489565484000,11,551,10.04987562112089,false,NA,101,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+220333,37,1489566196000,23,563,10.63014581273465,false,NA,113,NA,wednesday,false,false,true,true,90.0,1030.0,,,2.22,snow
15-2-2017+216859,33,1489567165000,39,579,11.357816691600547,false,NA,NA,9,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+216993,31,1489568373000,59,599,12.206555615733702,false,NA,NA,29,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+218089,40,1489570124000,28,628,13.341664064126334,false,NA,NA,58,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+217125,36,1489572089000,1,661,14.52583904633395,false,NA,NA,91,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+216769,43,1489573779000,29,689,15.459624833740307,false,NA,NA,119,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+217213,40,1489575690000,1,721,16.46207763315433,false,NA,NA,151,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+217079,37,1489577451000,30,750,17.320508075688775,false,NA,NA,180,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+217433,32,1489579188000,59,779,18.138357147217054,false,NA,NA,209,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+217521,40,1489580967000,29,809,18.947295321496416,false,NA,NA,239,wednesday,false,false,true,true,70.0,1030.0,,,6.92,clearorclouds
15-2-2017+217345,29,1489582837000,0,840,19.748417658131498,false,NA,NA,270,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+217785,40,1489584563000,29,869,20.46948949045872,false,NA,NA,299,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+217697,34,1489586330000,58,898,21.166010488516726,false,NA,NA,328,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+218177,35,1489588291000,31,931,21.93171219946131,false,NA,NA,361,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+217607,42,1489590019000,0,960,22.58317958127243,false,NA,NA,390,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+218265,37,1489591752000,29,989,23.2163735324878,false,NA,NA,419,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+218397,40,1489592511000,41,1001,23.473389188611005,false,NA,NA,431,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+218661,39,1489593493000,58,1018,23.83275057562597,false,NA,NA,448,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+218925,36,1489594587000,16,1036,24.20743687382041,false,NA,NA,466,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+217871,29,1489595358000,29,1049,24.474476501040833,false,NA,NA,479,wednesday,false,false,true,true,47.0,1029.0,,,14.98,clearorclouds
15-2-2017+219103,37,1489596290000,44,1064,24.779023386727733,false,NA,NA,494,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+219277,32,1489597430000,3,1083,25.15949125081825,false,NA,NA,513,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+218573,42,1489597994000,13,1093,25.357444666211933,false,NA,NA,523,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+218837,37,1489598962000,29,1109,25.67099530598687,false,NA,NA,539,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+219057,37,1489599839000,43,1123,25.942243542145693,false,NA,NA,553,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+218351,37,1489600769000,59,1139,26.248809496813376,false,NA,NA,569,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+218483,36,1489601912000,18,1158,26.60826939130014,false,NA,NA,588,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+218747,36,1489602530000,28,1168,26.795522013948524,false,NA,NA,598,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+219453,48,1489603806000,50,1190,27.202941017470888,false,NA,NA,620,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+219189,38,1489607705000,55,1255,28.372521918222215,false,NA,NA,685,wednesday,false,false,true,true,34.0,1027.0,,,17.49,clearorclouds
15-2-2017+219541,48,1489611571000,59,1319,29.478805945967352,false,NA,NA,749,wednesday,false,false,true,true,66.0,1027.0,,,9.26,clearorclouds
15-2-2017+219715,42,1489615329000,2,1382,30.528675044947494,false,NA,NA,812,wednesday,false,false,true,true,66.0,1027.0,,,9.26,clearorclouds
15-2-2017+219627,41,1489618811000,0,1440,21.213203435596427,false,NA,NA,870,wednesday,false,false,true,true,66.0,1027.0,,,9.26,clearorclouds
16-2-2017+217052,42,1489639636000,47,347,10.14889156509222,false,103,NA,NA,thursday,false,false,true,true,86.0,1026.0,,,2.72,clearorclouds
16-2-2017+217314,42,1489653591000,39,579,11.357816691600547,false,NA,NA,9,thursday,false,false,true,true,66.0,1026.0,,,8.62,clearorclouds
16-2-2017+217668,34,1489662144000,2,722,16.492422502470642,false,NA,NA,152,thursday,false,false,true,true,66.0,1026.0,,,8.62,clearorclouds
16-2-2017+217580,34,1489658361000,59,659,14.45683229480096,false,NA,NA,89,thursday,false,false,true,true,66.0,1026.0,,,8.62,clearorclouds
16-2-2017+218062,34,1489676389000,59,959,22.561028345356956,false,NA,NA,389,thursday,false,false,true,true,44.0,1023.0,,,16.2,clearorclouds
16-2-2017+218152,37,1489672730000,58,898,21.166010488516726,false,NA,NA,328,thursday,false,false,true,true,44.0,1023.0,,,16.2,clearorclouds
16-2-2017+218240,38,1489670873000,27,867,20.42057785666214,false,NA,NA,297,thursday,false,false,true,true,44.0,1023.0,,,16.2,clearorclouds
16-2-2017+218632,35,1489674728000,32,932,21.95449840010015,false,NA,NA,362,thursday,false,false,true,true,44.0,1023.0,,,16.2,clearorclouds
16-2-2017+218544,36,1489656672000,31,631,13.45362404707371,false,NA,NA,61,thursday,false,false,true,true,66.0,1026.0,,,8.62,clearorclouds
16-2-2017+218458,29,1489644974000,16,436,3.7416573867739413,true,14,NA,NA,thursday,false,false,true,true,86.0,1026.0,,,2.72,clearorclouds
16-2-2017+218720,37,1489677991000,26,986,23.15167380558045,false,NA,NA,416,thursday,false,false,true,true,44.0,1023.0,,,16.2,clearorclouds
16-2-2017+220170,45,1489701643000,0,1380,30.495901363953813,false,NA,NA,810,thursday,false,false,true,true,70.0,1022.0,,,9.48,clearorclouds
17-2-2017+220555,38,1489726050000,47,347,10.14889156509222,false,103,NA,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+223323,35,1489728005000,20,380,8.366600265340756,false,70,NA,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+223937,26,1489729894000,51,411,6.244997998398398,true,39,NA,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+221961,35,1489731339000,15,435,3.872983346207417,true,15,NA,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+223849,23,1489732754000,39,459,3.0,true,NA,9,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+224159,18,1489733751000,55,475,5.0,true,NA,25,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+220641,21,1489734589000,9,489,6.244997998398398,true,NA,39,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+224379,22,1489735575000,26,506,7.483314773547883,true,NA,56,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+220863,20,1489736647000,44,524,8.602325267042627,true,NA,74,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+224113,21,1489737556000,59,539,9.433981132056603,true,NA,89,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+224023,43,1489738107000,8,548,9.899494936611665,true,NA,98,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+224291,28,1489739265000,27,567,10.816653826391969,false,NA,117,NA,friday,false,false,true,true,93.0,1020.0,,,3.45,mist
17-2-2017+220817,37,1489739997000,39,579,11.357816691600547,false,NA,NA,9,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+220951,31,1489741285000,1,601,12.288205727444508,false,NA,NA,31,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+222047,36,1489742960000,29,629,13.379088160259652,false,NA,NA,59,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+221083,43,1489744738000,58,658,14.422205101855956,false,NA,NA,88,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+220727,37,1489746545000,29,689,15.459624833740307,false,NA,NA,119,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+221171,42,1489748538000,2,722,16.492422502470642,false,NA,NA,152,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+221037,32,1489750464000,34,754,17.435595774162696,false,NA,NA,184,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+221391,40,1489751989000,59,779,18.138357147217054,false,NA,NA,209,friday,false,false,true,true,66.0,1021.0,,,9.88,clearorclouds
17-2-2017+221479,37,1489753831000,30,810,18.973665961010276,false,NA,NA,240,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+221303,34,1489755534000,58,838,19.697715603592208,false,NA,NA,268,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+221743,38,1489757335000,28,868,20.445048300260872,false,NA,NA,298,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+221655,35,1489759274000,1,901,21.236760581595302,false,NA,NA,331,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+222135,37,1489761099000,31,931,21.93171219946131,false,NA,NA,361,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+221565,36,1489762786000,59,959,22.561028345356956,false,NA,NA,389,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+222223,37,1489764629000,30,990,23.2379000772445,false,NA,NA,420,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+222355,37,1489765317000,41,1001,23.473389188611005,false,NA,NA,431,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+222619,45,1489766239000,57,1017,23.811761799581316,false,NA,NA,447,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+222883,38,1489767285000,14,1034,24.166091947189145,false,NA,NA,464,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+221829,36,1489768175000,29,1049,24.474476501040833,false,NA,NA,479,friday,false,false,true,true,37.0,1019.0,,,19.47,clearorclouds
17-2-2017+223061,42,1489769134000,45,1065,24.79919353527449,false,NA,NA,495,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+223235,37,1489770958000,15,1095,25.39685019840059,false,NA,NA,525,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+222795,35,1489771936000,32,1112,25.729360660537214,false,NA,NA,542,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+223015,40,1489773064000,51,1131,26.095976701399778,false,NA,NA,561,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+222309,34,1489773469000,57,1137,26.210684844162312,false,NA,NA,567,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+222441,36,1489774557000,15,1155,26.551836094703507,false,NA,NA,585,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+222705,37,1489775299000,28,1168,26.795522013948524,false,NA,NA,598,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+223411,40,1489776532000,48,1188,27.16615541441225,false,NA,NA,618,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+223147,42,1489780478000,54,1254,28.35489375751565,false,NA,NA,684,friday,false,false,true,true,30.0,1018.0,,,19.23,clearorclouds
17-2-2017+223499,40,1489784289000,58,1318,29.46183972531247,false,NA,NA,748,friday,false,false,true,true,51.0,1019.0,,,12.59,clearorclouds
17-2-2017+223673,39,1489788021000,0,1380,30.495901363953813,false,NA,NA,810,friday,false,false,true,true,51.0,1019.0,,,12.59,clearorclouds
17-2-2017+223585,42,1489791949000,5,1445,21.095023109728988,false,NA,NA,875,friday,false,false,true,true,51.0,1019.0,,,12.59,clearorclouds
18-2-2017+145554,43,1489852701000,58,1018,23.83275057562597,false,NA,NA,448,saturday,false,false,true,true,71.0,1021.0,,,9.74,rain
18-2-2017+145728,21,1489855492000,44,1064,24.779023386727733,false,NA,NA,494,saturday,false,false,true,true,81.0,1020.0,,,10.02,rain
18-2-2017+145988,48,1489858467000,34,1114,25.768197453450252,false,NA,NA,544,saturday,false,false,true,true,81.0,1020.0,,,10.02,rain
18-2-2017+144467,20,1489861005000,16,1156,26.570660511172846,false,NA,NA,586,saturday,false,false,true,true,81.0,1020.0,,,10.02,rain
18-2-2017+144249,29,1489863536000,58,1198,27.349588662354687,false,NA,NA,628,saturday,false,false,true,true,81.0,1020.0,,,10.02,rain
18-2-2017+145814,38,1489866972000,56,1256,28.39013913315678,false,NA,NA,686,saturday,false,false,true,true,81.0,1020.0,,,10.02,rain
18-2-2017+144553,48,1489870685000,58,1318,29.46183972531247,false,NA,NA,748,saturday,false,false,true,true,81.0,1020.0,,,9.49,mist
18-2-2017+144335,45,1489874457000,0,1380,30.495901363953813,false,NA,NA,810,saturday,false,false,true,true,81.0,1020.0,,,9.49,mist
18-2-2017+144639,53,1489877919000,58,1438,31.432467291003423,false,NA,NA,868,saturday,false,false,true,true,81.0,1020.0,,,9.49,mist
18-2-2017+144421,59,1489881583000,59,1499,19.77371993328519,false,NA,NA,929,saturday,false,false,true,true,81.0,1020.0,,,9.49,mist
19-2-2017+109621,48,1489905925000,45,465,3.872983346207417,true,NA,15,NA,sunday,false,false,true,true,93.0,1019.0,,,8.27,rain
19-2-2017+109403,45,1489909658000,47,527,8.774964387392123,true,NA,77,NA,sunday,false,false,true,true,93.0,1019.0,,,8.27,rain
19-2-2017+109883,43,1489913431000,50,590,11.832159566199232,false,NA,NA,20,sunday,false,false,true,true,87.0,1018.0,,,10.74,clearorclouds
19-2-2017+109707,42,1489916925000,48,648,14.071247279470288,false,NA,NA,78,sunday,false,false,true,true,87.0,1018.0,,,10.74,clearorclouds
19-2-2017+109489,36,1489920798000,53,713,16.217274740226856,false,NA,NA,143,sunday,false,false,true,true,87.0,1018.0,,,10.74,clearorclouds
19-2-2017+109969,40,1489924591000,56,776,18.05547008526779,false,NA,NA,206,sunday,false,false,true,true,87.0,1018.0,,,10.74,clearorclouds
19-2-2017+109793,42,1489927705000,48,828,19.44222209522358,false,NA,NA,258,sunday,false,false,true,true,63.0,1017.0,,,15.94,clearorclouds
19-2-2017+109575,45,1489931638000,53,893,21.047565179849187,false,NA,NA,323,sunday,false,false,true,true,63.0,1017.0,,,15.94,clearorclouds
19-2-2017+110059,40,1489935118000,51,951,22.38302928559939,false,NA,NA,381,sunday,false,false,true,true,63.0,1017.0,,,15.94,clearorclouds
19-2-2017+110363,42,1489938331000,45,1005,23.558437978779494,false,NA,NA,435,sunday,false,false,true,true,63.0,1017.0,,,15.94,clearorclouds
19-2-2017+110451,42,1489942153000,49,1069,24.879710609249457,false,NA,NA,499,sunday,false,false,true,true,63.0,1016.0,,,16.48,clearorclouds
19-2-2017+110145,42,1489945838000,50,1130,26.076809620810597,false,NA,NA,560,sunday,false,false,true,true,63.0,1016.0,,,16.48,clearorclouds
19-2-2017+110539,42,1489949542000,52,1192,27.23967694375247,false,NA,NA,622,sunday,false,false,true,true,63.0,1016.0,,,16.48,clearorclouds
19-2-2017+110231,48,1489953458000,57,1257,28.407745422683583,false,NA,NA,687,sunday,false,false,true,true,63.0,1016.0,,,16.48,clearorclouds
19-2-2017+110627,43,1489957193000,59,1319,29.478805945967352,false,NA,NA,749,sunday,false,false,true,true,81.0,1016.0,,,11.22,clearorclouds
19-2-2017+110801,41,1489960863000,1,1381,30.512292604784715,false,NA,NA,811,sunday,false,false,true,true,81.0,1016.0,,,11.22,clearorclouds
19-2-2017+110713,37,1489964473000,1,1441,21.18962010041709,false,NA,NA,871,sunday,false,false,true,true,81.0,1016.0,,,11.22,clearorclouds
22-2-2017+214591,31,1490187779000,2,842,19.79898987322333,false,NA,NA,272,wednesday,false,false,true,true,75.0,1012.0,,,7.21,rain
22-2-2017+215031,32,1490189694000,34,874,20.591260281974,false,NA,NA,304,wednesday,false,false,true,true,75.0,1012.0,,,7.21,rain
22-2-2017+214943,32,1490191258000,0,900,21.213203435596427,false,NA,NA,330,wednesday,false,false,true,true,75.0,1012.0,,,7.21,rain
22-2-2017+215423,40,1490192969000,29,929,21.88606862823929,false,NA,NA,359,wednesday,false,false,true,true,75.0,1012.0,,,7.21,rain
22-2-2017+214853,37,1490194748000,59,959,22.561028345356956,false,NA,NA,389,wednesday,false,false,true,true,,,,,,
22-2-2017+215511,37,1490196465000,27,987,23.173260452512935,false,NA,NA,417,wednesday,false,false,true,true,,,,,,
22-2-2017+215643,34,1490197340000,42,1002,23.49468024894146,false,NA,NA,432,wednesday,false,false,true,true,,,,,,
22-2-2017+215907,31,1490198484000,1,1021,23.895606290697042,false,NA,NA,451,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+216171,37,1490199277000,14,1034,24.166091947189145,false,NA,NA,464,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+215117,42,1490200138000,28,1048,24.454038521274967,false,NA,NA,478,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+216349,45,1490201201000,46,1066,24.819347291981714,false,NA,NA,496,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+216523,36,1490202049000,0,1080,25.099800796022265,false,NA,NA,510,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+215819,37,1490202787000,13,1093,25.357444666211933,false,NA,NA,523,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+216303,32,1490204728000,45,1125,25.98076211353316,false,NA,NA,555,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+215597,34,1490205465000,57,1137,26.210684844162312,false,NA,NA,567,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+215729,32,1490206480000,14,1154,26.5329983228432,false,NA,NA,584,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+215993,33,1490207624000,33,1173,26.888659319497503,false,NA,NA,603,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+216699,32,1490208700000,51,1191,27.2213151776324,false,NA,NA,621,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+216435,32,1490212451000,54,1254,28.35489375751565,false,NA,NA,684,wednesday,false,false,true,true,62.0,1009.0,,,11.24,rain
22-2-2017+216787,42,1490216302000,58,1318,29.46183972531247,false,NA,NA,748,wednesday,false,false,true,true,93.0,1012.0,,,8.03,rain
22-2-2017+216961,42,1490220025000,0,1380,30.495901363953813,false,NA,NA,810,wednesday,false,false,true,true,93.0,1012.0,,,8.03,rain
22-2-2017+216873,49,1490223617000,0,1440,21.213203435596427,false,NA,NA,870,wednesday,false,false,true,true,93.0,1012.0,,,8.03,rain
23-2-2017+214298,42,1490244452000,47,347,10.14889156509222,false,103,NA,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+217066,40,1490246387000,19,379,8.426149773176359,false,71,NA,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+217680,28,1490248326000,52,412,6.164414002968976,true,38,NA,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+215704,24,1490249944000,19,439,3.3166247903554,true,11,NA,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+217902,23,1490251959000,52,472,4.69041575982343,true,NA,22,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+217592,24,1490250949000,35,455,2.23606797749979,true,NA,5,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+214384,25,1490252869000,7,487,6.082762530298219,true,NA,37,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+218122,26,1490253780000,23,503,7.280109889280518,true,NA,53,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+214606,26,1490254683000,38,518,8.246211251235321,true,NA,68,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+217856,28,1490255747000,55,535,9.219544457292887,true,NA,85,NA,thursday,false,false,true,true,93.0,1012.0,,,5.52,clearorclouds
23-2-2017+217766,35,1490256484000,8,548,9.899494936611665,true,NA,98,NA,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+218034,40,1490257447000,24,564,10.677078252031311,false,NA,114,NA,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+214560,43,1490258351000,39,579,11.357816691600547,false,NA,NA,9,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+214694,30,1490259670000,1,601,12.288205727444508,false,NA,NA,31,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+215790,39,1490261344000,29,629,13.379088160259652,false,NA,NA,59,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+214826,36,1490263140000,59,659,14.45683229480096,false,NA,NA,89,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+214470,47,1490264965000,29,689,15.459624833740307,false,NA,NA,119,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+214914,37,1490266871000,1,721,16.46207763315433,false,NA,NA,151,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+214780,37,1490268527000,28,748,17.26267650163207,false,NA,NA,178,thursday,false,false,true,true,87.0,1012.0,,,7.52,clearorclouds
23-2-2017+215134,36,1490270444000,0,780,18.16590212458495,false,NA,NA,210,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+215222,42,1490272065000,27,807,18.894443627691185,false,NA,NA,237,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+215046,36,1490273940000,59,839,19.72308292331602,false,NA,NA,269,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+215486,42,1490275724000,28,868,20.445048300260872,false,NA,NA,298,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+215398,31,1490277467000,57,897,21.142374511865974,false,NA,NA,327,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+215878,32,1490279326000,28,928,21.863211109075447,false,NA,NA,358,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+215308,29,1490281412000,3,963,22.64950330581225,false,NA,NA,393,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+215966,38,1490282885000,28,988,23.194827009486403,false,NA,NA,418,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+216098,45,1490284017000,46,1006,23.57965224510319,false,NA,NA,436,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+216362,52,1490284793000,59,1019,23.853720883753127,false,NA,NA,449,thursday,false,false,true,true,66.0,1011.0,,,12.02,clearorclouds
23-2-2017+216626,42,1490285508000,11,1031,24.1039415863879,false,NA,NA,461,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+215572,37,1490286464000,27,1047,24.43358344574123,false,NA,NA,477,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+216804,37,1490287440000,44,1064,24.779023386727733,false,NA,NA,494,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+216978,37,1490288230000,57,1077,25.03996805109783,false,NA,NA,507,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+216274,37,1490289231000,13,1093,25.357444666211933,false,NA,NA,523,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+216758,52,1490290932000,42,1122,25.92296279363144,false,NA,NA,552,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+216052,40,1490291864000,57,1137,26.210684844162312,false,NA,NA,567,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+216184,44,1490293161000,19,1159,26.627053911388696,false,NA,NA,589,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
23-2-2017+216448,41,1490293639000,27,1167,26.77685567799177,false,NA,NA,597,thursday,false,false,true,true,58.0,1010.0,,,14.83,thunderstorm
